Category,Country,Customer ID,Order Date,Order ID,Payment Method,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Electronics,USA,7898,08/10/23 0:00,ORDER00188,Credit Card,276,Yes,5,Next Day,39.00%,$807.6,$236,2,5,$33.8,$1K
Books,Germany,8139,10/12/23 0:00,ORDER00189,PayPal,175,Yes,3,Standard,12.00%,$654.2,$265,2,5,$22.7,$1K
Books,UK,7830,10/01/23 0:00,ORDER00190,Bank Transfer,555,Yes,2,Next Day,20.00%,$916.5,"$1,032",5,0,$45.5,$4K
Books,Germany,5673,05/07/23 0:00,ORDER00191,PayPal,372,No,4,Express,38.00%,$605.7,$529,5,5,$32.4,$2K
Sports,USA,2224,03/01/23 0:00,ORDER00192,PayPal,185,Yes,1,Standard,11.00%,$268.5,$60,1,5,$12.2,$0K
Sports,Canada,4736,4/19/2023 12:00:00 AM,ORDER00193,PayPal,445,No,4,Next Day,11.00%,$401.5,$113,3,0,$31.2,$1K
Home,USA,3173,4/27/2023 12:00:00 AM,ORDER00194,Cash,489,No,1,Next Day,11.00%,$371.1,$185,3,5,$49.1,$1K
Books,UK,3961,5/23/2023 12:00:00 AM,ORDER00195,Credit Card,590,Yes,3,Standard,35.00%,$700.8,$537,4,3,$16.0,$2K
Electronics,Germany,9487,12/17/2023 12:00:00 AM,ORDER00196,Credit Card,287,No,1,Express,14.00%,$668.1,"$1,326",9,4,$14.3,$5K
Sports,UK,8174,12/22/2023 12:00:00 AM,ORDER00197,Bank Transfer,281,Yes,1,Express,15.00%,$281.3,$111,4,0,$46.0,$1K
Electronics,France,4026,08/04/23 0:00,ORDER00198,PayPal,638,No,5,Next Day,35.00%,$927.9,$69,1,0,$37.6,$1K
Home,Canada,2264,6/13/2023 12:00:00 AM,ORDER00199,Credit Card,771,Yes,5,Next Day,14.00%,$56.0,$134,10,1,$3.3,$0K
Clothing,UK,6711,06/09/23 0:00,ORDER00200,Bank Transfer,516,Yes,1,Standard,24.00%,$874.7,$343,2,5,$34.3,$1K
Electronics,France,9199,4/26/2023 12:00:00 AM,ORDER00201,Bank Transfer,95,Yes,5,Next Day,24.00%,$412.3,$681,8,3,$39.2,$3K
Clothing,UK,2409,05/12/23 0:00,ORDER00202,Credit Card,227,Yes,1,Next Day,20.00%,$952.7,$416,4,4,$5.1,$3K
Sports,Canada,3205,04/07/23 0:00,ORDER00203,Credit Card,876,No,3,Next Day,14.00%,$888.2,$314,4,3,$44.2,$3K
Sports,UK,9012,8/20/2023 12:00:00 AM,ORDER00204,PayPal,270,No,2,Express,18.00%,$593.7,$382,6,4,$10.2,$3K
Sports,UK,5449,7/26/2023 12:00:00 AM,ORDER00205,Bank Transfer,881,No,5,Standard,29.00%,$112.5,$73,4,1,$25.4,$0K
Electronics,France,4570,08/02/23 0:00,ORDER00206,Credit Card,297,No,3,Next Day,11.00%,$722.9,$589,9,0,$49.0,$6K
Electronics,Canada,2198,08/02/23 0:00,ORDER00207,Credit Card,329,Yes,3,Next Day,15.00%,$719.0,$791,7,1,$16.7,$4K
Books,USA,7513,5/27/2023 12:00:00 AM,ORDER00208,Bank Transfer,20,Yes,2,Standard,36.00%,$640.4,$252,6,1,$26.6,$2K
Clothing,USA,4461,11/04/23 0:00,ORDER00209,Cash,608,No,4,Next Day,20.00%,$267.5,$304,10,0,$40.4,$2K
Sports,UK,6525,10/01/23 0:00,ORDER00210,PayPal,841,Yes,4,Next Day,34.00%,$666.2,$326,5,0,$2.1,$2K
Clothing,France,3025,5/27/2023 12:00:00 AM,ORDER00211,Cash,411,Yes,2,Standard,35.00%,$194.2,$107,7,0,$38.5,$1K
Electronics,USA,7543,12/15/2023 12:00:00 AM,ORDER00212,Credit Card,451,Yes,2,Express,37.00%,$737.3,$783,7,2,$23.2,$3K
Electronics,Germany,5071,3/24/2023 12:00:00 AM,ORDER00213,Bank Transfer,249,Yes,4,Express,8.00%,$590.1,"$1,277",9,3,$21.4,$5K
Books,USA,7123,1/13/2023 12:00:00 AM,ORDER00214,Cash,181,No,3,Express,20.00%,$14.2,$21,8,1,$6.7,$0K
Books,Germany,5397,8/26/2023 12:00:00 AM,ORDER00215,Credit Card,324,No,1,Next Day,35.00%,$550.5,$383,4,5,$38.7,$1K
Sports,Canada,7613,9/27/2023 12:00:00 AM,ORDER00216,Credit Card,830,Yes,2,Next Day,27.00%,$287.6,$37,1,5,$5.1,$0K
Sports,Germany,6162,11/09/23 0:00,ORDER00217,Bank Transfer,783,No,3,Next Day,36.00%,$552.5,$677,8,1,$13.7,$3K
Home,USA,2174,09/07/23 0:00,ORDER00218,Cash,865,No,5,Next Day,31.00%,$623.5,$375,4,1,$5.2,$2K
Sports,Canada,3792,6/19/2023 12:00:00 AM,ORDER00219,PayPal,261,Yes,4,Next Day,14.00%,$638.4,"$1,073",8,0,$14.4,$4K
Home,UK,2056,5/25/2023 12:00:00 AM,ORDER00220,PayPal,964,No,4,Express,21.00%,$74.2,$29,2,4,$44.1,$0K
Clothing,UK,7794,04/10/23 0:00,ORDER00221,Credit Card,750,Yes,3,Standard,37.00%,$237.6,$322,8,3,$35.1,$1K
Books,France,5811,6/13/2023 12:00:00 AM,ORDER00222,Cash,140,Yes,3,Express,31.00%,$798.8,$701,8,0,$41.0,$4K
Electronics,Germany,4449,3/21/2023 12:00:00 AM,ORDER00223,Credit Card,599,Yes,1,Express,34.00%,$93.1,$99,8,1,$28.8,$0K
Sports,Germany,7547,07/02/23 0:00,ORDER00224,Cash,462,Yes,5,Standard,11.00%,$847.5,$442,5,2,$7.2,$4K
Books,UK,9015,07/10/23 0:00,ORDER00225,Cash,890,No,5,Next Day,11.00%,$735.3,"$1,050",10,1,$47.8,$7K
Home,France,3072,11/18/2023 12:00:00 AM,ORDER00226,PayPal,622,Yes,4,Standard,31.00%,$78.5,$66,6,1,$2.8,$0K
Clothing,France,3353,11/18/2023 12:00:00 AM,ORDER00227,Cash,844,No,5,Next Day,40.00%,$487.2,$138,3,3,$10.2,$1K
Books,Germany,3866,07/03/23 0:00,ORDER00228,PayPal,697,No,3,Express,22.00%,$213.3,$69,4,4,$7.3,$1K
Books,Canada,4027,12/10/23 0:00,ORDER00229,Cash,529,No,1,Next Day,19.00%,$166.3,$316,8,5,$20.9,$1K
Sports,UK,8438,06/10/23 0:00,ORDER00230,Cash,153,No,2,Standard,29.00%,$502.1,$99,1,5,$45.6,$0K
Electronics,UK,2990,4/15/2023 12:00:00 AM,ORDER00231,Cash,926,Yes,3,Standard,34.00%,$256.2,$113,4,3,$12.7,$1K
Home,Canada,2381,03/06/23 0:00,ORDER00232,Credit Card,150,Yes,3,Express,28.00%,$940.0,$80,1,2,$32.0,$1K
Electronics,USA,5893,06/06/23 0:00,ORDER00233,Credit Card,111,Yes,2,Standard,27.00%,$344.2,$362,8,4,$31.1,$2K
Home,UK,7372,12/19/2023 12:00:00 AM,ORDER00234,Bank Transfer,26,Yes,4,Standard,16.00%,$134.9,$13,1,0,$41.2,$0K
Electronics,Germany,6029,2/26/2023 12:00:00 AM,ORDER00235,Cash,465,No,4,Standard,37.00%,$275.0,$115,4,1,$36.2,$1K
Electronics,France,3684,7/19/2023 12:00:00 AM,ORDER00236,PayPal,957,Yes,2,Standard,10.00%,$229.4,$52,1,5,$19.0,$0K
Home,UK,3221,7/17/2023 12:00:00 AM,ORDER00237,PayPal,890,No,2,Next Day,8.00%,$784.3,$114,1,0,$43.5,$1K
Books,UK,1080,01/06/23 0:00,ORDER00238,Bank Transfer,887,Yes,1,Standard,10.00%,$219.3,$415,9,0,$25.2,$2K
Sports,Germany,7714,2/16/2023 12:00:00 AM,ORDER00239,Bank Transfer,118,Yes,5,Next Day,8.00%,$189.6,$126,3,1,$26.9,$1K
Clothing,UK,8857,7/28/2023 12:00:00 AM,ORDER00240,Credit Card,446,Yes,3,Standard,14.00%,$527.1,$58,1,3,$11.4,$0K
Electronics,Canada,1209,11/16/2023 12:00:00 AM,ORDER00241,PayPal,596,No,1,Standard,37.00%,$491.6,$296,6,5,$12.2,$2K
Books,USA,2185,03/03/23 0:00,ORDER00242,PayPal,674,Yes,2,Standard,10.00%,$308.7,$137,3,5,$42.0,$1K
Sports,France,1474,2/23/2023 12:00:00 AM,ORDER00243,Credit Card,873,No,2,Express,6.00%,$158.4,$127,6,0,$38.6,$1K
Electronics,France,6079,11/24/2023 12:00:00 AM,ORDER00244,PayPal,929,Yes,2,Standard,17.00%,$889.5,$879,10,2,$24.0,$7K
Electronics,UK,1306,01/02/23 0:00,ORDER00245,Bank Transfer,229,No,4,Express,36.00%,$353.5,$391,9,5,$44.7,$2K
Books,France,5112,12/27/2023 12:00:00 AM,ORDER00246,Credit Card,508,No,3,Next Day,30.00%,$577.0,$535,5,4,$18.6,$2K
Books,Germany,5524,2/28/2023 12:00:00 AM,ORDER00247,Credit Card,764,Yes,4,Standard,38.00%,$221.1,$317,10,2,$26.7,$1K
Clothing,UK,7938,4/27/2023 12:00:00 AM,ORDER00248,Cash,122,Yes,4,Standard,8.00%,$281.1,$302,6,0,$37.1,$2K
Clothing,Canada,2515,1/15/2023 12:00:00 AM,ORDER00249,Cash,327,Yes,3,Next Day,37.00%,$489.0,$730,10,4,$8.6,$3K
Books,Germany,5826,04/06/23 0:00,ORDER00250,PayPal,470,No,2,Next Day,35.00%,$394.9,$61,1,5,$35.2,$0K
Clothing,USA,5646,07/08/23 0:00,ORDER00251,Cash,288,No,5,Standard,18.00%,$383.2,$475,7,3,$20.3,$2K
Electronics,Canada,9483,12/12/23 0:00,ORDER00252,Credit Card,526,No,5,Standard,17.00%,$566.6,$276,4,4,$34.0,$2K
Home,USA,3693,09/06/23 0:00,ORDER00253,Credit Card,840,No,4,Express,6.00%,$711.6,$798,8,4,$42.4,$5K
Clothing,France,4128,2/18/2023 12:00:00 AM,ORDER00254,Cash,697,Yes,5,Express,23.00%,$35.3,$19,6,0,$45.1,$0K
Books,France,2234,03/12/23 0:00,ORDER00255,Credit Card,153,Yes,5,Express,23.00%,$91.1,$66,4,1,$43.8,$0K
Clothing,Germany,9921,04/10/23 0:00,ORDER00256,Bank Transfer,592,Yes,5,Standard,29.00%,$375.6,$236,3,0,$17.2,$1K
Home,Canada,2251,12/12/23 0:00,ORDER00257,Credit Card,42,Yes,4,Express,12.00%,$258.2,$260,8,2,$26.1,$2K
Home,USA,1351,01/03/23 0:00,ORDER00258,Credit Card,275,Yes,4,Express,12.00%,$892.3,$697,7,3,$25.3,$5K
Home,Germany,7063,09/08/23 0:00,ORDER00259,Bank Transfer,553,Yes,2,Next Day,33.00%,$890.3,$795,9,0,$24.9,$5K
Books,Germany,9483,08/01/23 0:00,ORDER00260,PayPal,439,Yes,1,Next Day,37.00%,$989.0,$325,4,0,$49.6,$2K
Home,USA,5862,09/12/23 0:00,ORDER00261,Bank Transfer,208,No,5,Next Day,29.00%,$369.4,$525,7,1,$8.4,$2K
Home,UK,8900,01/09/23 0:00,ORDER00262,Credit Card,780,Yes,4,Standard,21.00%,$823.8,$534,5,5,$40.7,$3K
Books,Canada,1607,1/20/2023 12:00:00 AM,ORDER00263,PayPal,167,No,1,Standard,34.00%,$657.0,$426,6,2,$17.4,$3K
Electronics,UK,9345,10/16/2023 12:00:00 AM,ORDER00264,Cash,112,No,5,Express,27.00%,$412.6,$432,8,2,$8.6,$2K
Books,Canada,8698,5/18/2023 12:00:00 AM,ORDER00265,Bank Transfer,350,Yes,3,Standard,30.00%,$29.9,$12,2,4,$47.5,$0K
Home,USA,5579,07/10/23 0:00,ORDER00266,Cash,130,Yes,5,Next Day,22.00%,$333.9,$466,6,4,$28.4,$2K
Books,USA,5186,6/17/2023 12:00:00 AM,ORDER00267,Credit Card,736,Yes,1,Standard,17.00%,$420.9,$156,2,2,$37.5,$1K
Books,France,2843,6/24/2023 12:00:00 AM,ORDER00268,PayPal,887,Yes,5,Standard,30.00%,$72.3,$116,9,2,$21.7,$0K
Electronics,USA,3938,10/13/2023 12:00:00 AM,ORDER00269,Credit Card,813,No,2,Express,24.00%,$123.0,$10,1,0,$35.3,$0K
Electronics,UK,1478,3/20/2023 12:00:00 AM,ORDER00270,Bank Transfer,217,No,2,Standard,28.00%,$161.4,$212,7,5,$2.9,$1K
Sports,Germany,6035,2/27/2023 12:00:00 AM,ORDER00271,Bank Transfer,382,Yes,4,Express,37.00%,$11.6,$2,2,3,$24.2,$0K
Books,Germany,7414,4/24/2023 12:00:00 AM,ORDER00272,PayPal,25,Yes,3,Express,32.00%,$367.4,$122,3,5,$20.4,$1K
Clothing,UK,9453,10/21/2023 12:00:00 AM,ORDER00273,Credit Card,68,No,1,Standard,18.00%,$556.9,$711,6,5,$11.3,$3K
Books,Canada,4040,08/12/23 0:00,ORDER00274,Bank Transfer,979,No,5,Standard,13.00%,$619.5,$341,6,0,$6.9,$3K
Home,Canada,7272,08/10/23 0:00,ORDER00275,Bank Transfer,772,No,5,Standard,15.00%,$285.5,$109,2,0,$26.8,$0K
Sports,France,7318,2/20/2023 12:00:00 AM,ORDER00276,Bank Transfer,235,No,3,Standard,11.00%,$813.2,"$1,028",9,3,$47.0,$7K
Sports,Germany,5356,04/07/23 0:00,ORDER00277,PayPal,717,Yes,5,Next Day,33.00%,$776.6,"$1,029",7,3,$16.4,$4K
Clothing,Canada,5925,2/24/2023 12:00:00 AM,ORDER00278,Credit Card,999,Yes,1,Next Day,37.00%,$696.9,$71,1,1,$28.2,$0K
Sports,France,8957,06/01/23 0:00,ORDER00279,Bank Transfer,292,No,2,Express,34.00%,$663.4,$310,5,0,$41.7,$2K
Electronics,Germany,6883,1/17/2023 12:00:00 AM,ORDER00280,Bank Transfer,727,Yes,1,Standard,14.00%,$298.3,$89,2,2,$12.7,$1K
Electronics,Canada,9575,11/03/23 0:00,ORDER00281,Bank Transfer,702,No,1,Standard,33.00%,$132.1,$151,8,1,$36.9,$1K
Sports,USA,1615,08/04/23 0:00,ORDER00282,Bank Transfer,710,Yes,1,Express,10.00%,$169.1,$242,7,0,$43.5,$1K
Electronics,Germany,2207,11/15/2023 12:00:00 AM,ORDER00283,Bank Transfer,728,Yes,5,Express,39.00%,$63.4,$14,3,5,$38.9,$0K
Sports,Germany,4781,6/20/2023 12:00:00 AM,ORDER00284,Bank Transfer,556,Yes,2,Standard,33.00%,$304.1,$463,9,4,$2.6,$2K
Home,France,8792,5/16/2023 12:00:00 AM,ORDER00285,Bank Transfer,33,No,1,Express,10.00%,$44.7,$46,6,4,$35.2,$0K
Books,USA,1515,1/28/2023 12:00:00 AM,ORDER00286,PayPal,12,Yes,5,Express,16.00%,$536.0,$239,4,1,$23.2,$2K
Books,Canada,2840,7/28/2023 12:00:00 AM,ORDER00287,PayPal,617,No,3,Next Day,9.00%,$456.6,$253,3,4,$35.2,$1K
Books,USA,8033,10/04/23 0:00,ORDER00288,Cash,213,No,3,Express,20.00%,$105.7,$142,8,0,$7.3,$1K
Clothing,USA,5882,9/28/2023 12:00:00 AM,ORDER00289,Cash,139,No,3,Express,31.00%,$77.3,$49,4,2,$21.8,$0K
Sports,USA,2225,2/16/2023 12:00:00 AM,ORDER00290,Cash,695,Yes,2,Next Day,23.00%,$805.3,$414,3,2,$24.1,$2K
Books,Canada,7308,09/08/23 0:00,ORDER00291,PayPal,422,No,4,Next Day,29.00%,$360.4,$392,8,5,$9.4,$2K
Electronics,France,9259,06/09/23 0:00,ORDER00292,Bank Transfer,638,No,5,Express,28.00%,$889.7,$195,2,0,$2.3,$1K
Electronics,France,9124,5/20/2023 12:00:00 AM,ORDER00293,Bank Transfer,669,No,3,Standard,25.00%,$32.6,$30,8,5,$29.9,$0K
Books,USA,5671,05/04/23 0:00,ORDER00294,Cash,624,Yes,2,Express,19.00%,$348.9,$284,8,4,$9.0,$2K
Home,USA,1200,03/05/23 0:00,ORDER00295,Credit Card,489,Yes,4,Standard,11.00%,$417.4,$411,4,4,$33.9,$1K
Sports,USA,3449,5/21/2023 12:00:00 AM,ORDER00296,Credit Card,771,Yes,5,Express,34.00%,$925.7,$991,6,0,$36.7,$4K
Electronics,Germany,4942,9/25/2023 12:00:00 AM,ORDER00297,PayPal,540,No,4,Standard,6.00%,$46.9,$53,6,4,$3.4,$0K
Home,USA,9044,12/08/23 0:00,ORDER00298,Cash,980,Yes,1,Next Day,16.00%,$175.9,$20,1,4,$35.1,$0K
Books,Germany,4060,12/27/2023 12:00:00 AM,ORDER00299,Cash,218,No,2,Standard,5.00%,$618.0,"$1,267",9,4,$20.2,$5K
Sports,France,2771,10/27/2023 12:00:00 AM,ORDER00300,Cash,664,Yes,3,Next Day,16.00%,$374.6,$261,7,2,$45.4,$2K
Home,France,7650,8/16/2023 12:00:00 AM,ORDER00301,Credit Card,822,Yes,2,Express,11.00%,$87.0,$181,8,4,$38.2,$1K
Sports,UK,7603,4/17/2023 12:00:00 AM,ORDER00302,Credit Card,308,No,5,Express,24.00%,$803.4,$388,6,4,$15.2,$4K
Home,UK,5649,9/15/2023 12:00:00 AM,ORDER00303,Cash,175,No,3,Express,20.00%,$277.9,$596,10,0,$4.1,$2K
Sports,France,8102,10/11/23 0:00,ORDER00304,PayPal,149,Yes,1,Standard,32.00%,$683.6,$341,4,3,$31.0,$2K
Home,France,8035,1/22/2023 12:00:00 AM,ORDER00305,PayPal,950,No,2,Standard,9.00%,$520.6,$223,2,2,$27.2,$1K
Sports,Canada,3020,11/18/2023 12:00:00 AM,ORDER00306,PayPal,542,Yes,3,Express,22.00%,$156.9,$29,1,1,$33.3,$0K
Home,UK,3127,06/10/23 0:00,ORDER00307,Cash,580,Yes,4,Standard,36.00%,$291.9,$386,7,5,$20.0,$1K
Home,Canada,1862,9/16/2023 12:00:00 AM,ORDER00308,Cash,548,No,5,Express,35.00%,$258.9,$132,6,2,$11.8,$1K
Books,Germany,4456,2/23/2023 12:00:00 AM,ORDER00309,Credit Card,808,Yes,2,Express,21.00%,$529.1,$478,6,2,$9.2,$3K
Electronics,UK,9694,10/23/2023 12:00:00 AM,ORDER00310,Cash,394,Yes,1,Next Day,36.00%,$776.4,$243,2,5,$29.6,$1K
Home,Canada,3209,1/28/2023 12:00:00 AM,ORDER00311,Bank Transfer,74,No,2,Next Day,40.00%,$586.2,$278,6,5,$19.2,$2K
Sports,USA,1173,03/02/23 0:00,ORDER00312,Cash,298,Yes,3,Next Day,8.00%,$544.4,$577,4,5,$22.9,$2K
Books,France,4493,6/23/2023 12:00:00 AM,ORDER00313,PayPal,920,Yes,5,Standard,10.00%,$957.1,$658,6,1,$16.9,$5K
Home,UK,6414,11/28/2023 12:00:00 AM,ORDER00314,Credit Card,900,No,5,Next Day,27.00%,$438.0,$729,8,2,$9.5,$3K
Sports,UK,1527,03/07/23 0:00,ORDER00315,Credit Card,815,Yes,1,Express,29.00%,$907.8,$130,1,4,$49.9,$1K
Home,UK,7198,09/06/23 0:00,ORDER00316,Credit Card,731,Yes,4,Next Day,15.00%,$237.7,$285,7,5,$40.4,$1K
Electronics,Germany,5441,8/28/2023 12:00:00 AM,ORDER00317,Credit Card,947,Yes,4,Next Day,16.00%,$164.3,$236,6,5,$31.4,$1K
Home,France,5781,8/20/2023 12:00:00 AM,ORDER00318,PayPal,877,Yes,4,Express,23.00%,$767.6,$483,8,2,$49.2,$5K
Clothing,Germany,3989,6/18/2023 12:00:00 AM,ORDER00319,Credit Card,772,Yes,2,Next Day,13.00%,$170.8,$134,5,4,$36.5,$1K
Home,UK,3191,7/16/2023 12:00:00 AM,ORDER00320,Cash,800,Yes,5,Express,39.00%,$487.2,$111,3,5,$11.0,$1K
Home,USA,8102,06/10/23 0:00,ORDER00321,Cash,778,No,5,Next Day,15.00%,$24.0,$36,7,4,$15.4,$0K
Home,Germany,6359,6/24/2023 12:00:00 AM,ORDER00322,Credit Card,395,Yes,2,Express,34.00%,$339.7,$155,5,0,$2.7,$1K
Books,USA,4194,04/06/23 0:00,ORDER00323,PayPal,540,No,2,Express,11.00%,$418.1,$533,8,1,$20.0,$3K
Sports,UK,7708,08/10/23 0:00,ORDER00324,Credit Card,430,Yes,5,Next Day,37.00%,$358.0,$24,1,2,$45.5,$0K
Books,Germany,7754,06/09/23 0:00,ORDER00325,Cash,200,No,5,Express,23.00%,$176.7,$118,5,4,$15.0,$1K
Books,Canada,3945,6/13/2023 12:00:00 AM,ORDER00326,Cash,424,No,2,Express,37.00%,$953.7,$490,6,3,$44.3,$4K
Sports,France,8907,3/17/2023 12:00:00 AM,ORDER00327,Bank Transfer,62,Yes,2,Standard,21.00%,$581.0,$135,1,3,$35.5,$0K
Clothing,USA,1092,09/06/23 0:00,ORDER00328,PayPal,342,No,5,Next Day,25.00%,$781.6,$295,3,0,$19.9,$2K
Electronics,USA,7683,2/17/2023 12:00:00 AM,ORDER00329,PayPal,866,No,2,Next Day,29.00%,$972.9,$301,4,2,$32.1,$3K
Books,Canada,2277,1/19/2023 12:00:00 AM,ORDER00330,Credit Card,45,No,1,Express,35.00%,$630.3,$375,7,0,$44.9,$3K
Books,Canada,8039,6/25/2023 12:00:00 AM,ORDER00331,Bank Transfer,803,Yes,5,Express,38.00%,$774.5,$395,8,2,$2.1,$4K
Books,France,6289,5/17/2023 12:00:00 AM,ORDER00332,Credit Card,931,No,4,Standard,14.00%,$630.9,$234,2,5,$10.1,$1K
Home,France,1514,7/26/2023 12:00:00 AM,ORDER00333,Credit Card,89,No,3,Standard,32.00%,$907.5,$696,6,2,$39.4,$4K
Clothing,France,6080,8/27/2023 12:00:00 AM,ORDER00334,Bank Transfer,34,No,2,Standard,33.00%,$346.8,$87,2,4,$27.8,$0K
Clothing,France,8187,2/18/2023 12:00:00 AM,ORDER00335,PayPal,646,Yes,2,Express,20.00%,$932.2,$639,6,1,$9.8,$4K
Home,UK,2925,04/05/23 0:00,ORDER00336,Cash,233,No,1,Express,23.00%,$262.6,$217,6,4,$36.7,$1K
Home,France,1123,07/03/23 0:00,ORDER00337,PayPal,768,Yes,1,Standard,17.00%,$528.6,$459,5,4,$6.2,$2K
Home,Canada,2953,4/20/2023 12:00:00 AM,ORDER00338,Credit Card,37,No,5,Standard,10.00%,$357.1,$362,8,5,$6.1,$3K
Books,France,3266,05/10/23 0:00,ORDER00339,Cash,769,No,4,Standard,32.00%,$785.3,$560,6,2,$31.7,$3K
Books,France,4950,11/15/2023 12:00:00 AM,ORDER00340,Credit Card,460,No,4,Express,8.00%,$137.1,$23,1,4,$35.2,$0K
Clothing,USA,2448,7/25/2023 12:00:00 AM,ORDER00341,PayPal,291,No,1,Standard,30.00%,$824.7,$469,4,2,$18.0,$2K
Books,France,4173,2/28/2023 12:00:00 AM,ORDER00342,Bank Transfer,198,Yes,5,Express,38.00%,$542.9,$504,8,0,$13.8,$3K
Sports,France,2039,3/17/2023 12:00:00 AM,ORDER00343,Credit Card,895,No,2,Next Day,29.00%,$947.9,$717,5,5,$25.7,$3K
Electronics,Germany,9021,8/28/2023 12:00:00 AM,ORDER00344,Credit Card,950,No,4,Next Day,24.00%,$461.6,$773,8,5,$18.7,$3K
Electronics,UK,4222,08/09/23 0:00,ORDER00345,PayPal,255,No,3,Next Day,6.00%,$313.5,$150,2,1,$37.1,$1K
Sports,Germany,8866,2/26/2023 12:00:00 AM,ORDER00346,Credit Card,81,No,2,Express,34.00%,$915.5,$252,2,3,$17.2,$1K
Electronics,UK,9315,04/09/23 0:00,ORDER00347,Credit Card,447,No,3,Express,32.00%,$595.0,"$1,035",9,5,$46.7,$4K
Books,USA,1742,12/28/2023 12:00:00 AM,ORDER00348,Bank Transfer,137,Yes,3,Next Day,28.00%,$135.3,$140,10,1,$24.5,$1K
Sports,UK,5099,12/14/2023 12:00:00 AM,ORDER00349,Credit Card,190,No,3,Standard,38.00%,$563.1,$103,1,2,$10.0,$0K
Electronics,Canada,2625,10/19/2023 12:00:00 AM,ORDER00350,PayPal,130,No,4,Standard,26.00%,$276.9,$423,10,4,$21.0,$2K
Books,Canada,9409,1/19/2023 12:00:00 AM,ORDER00351,Credit Card,210,No,1,Next Day,21.00%,$734.8,$77,1,3,$24.8,$1K
Home,Germany,3755,07/05/23 0:00,ORDER00352,Bank Transfer,369,Yes,1,Next Day,27.00%,$563.0,$262,3,1,$19.1,$1K
Books,France,8226,2/13/2023 12:00:00 AM,ORDER00353,Bank Transfer,292,Yes,1,Next Day,12.00%,$128.8,$335,10,1,$26.5,$1K
Clothing,France,6012,05/05/23 0:00,ORDER00354,PayPal,377,Yes,2,Express,7.00%,$444.0,$474,5,4,$44.9,$2K
Clothing,USA,6308,9/14/2023 12:00:00 AM,ORDER00355,Credit Card,348,Yes,1,Standard,32.00%,$695.6,$105,1,0,$24.0,$0K
Sports,UK,4820,2/20/2023 12:00:00 AM,ORDER00356,Bank Transfer,169,No,5,Express,18.00%,$137.4,$24,2,3,$22.3,$0K
Home,Canada,5375,9/16/2023 12:00:00 AM,ORDER00357,Cash,885,Yes,5,Standard,11.00%,$603.2,$934,9,3,$18.4,$5K
Sports,France,7787,04/01/23 0:00,ORDER00358,Cash,805,Yes,4,Express,6.00%,$33.8,$26,4,2,$28.2,$0K
Home,USA,7083,6/19/2023 12:00:00 AM,ORDER00359,PayPal,177,Yes,2,Standard,17.00%,$517.7,$256,5,3,$40.9,$2K
Electronics,Germany,5736,6/18/2023 12:00:00 AM,ORDER00360,Cash,538,Yes,4,Next Day,24.00%,$16.6,$3,2,2,$42.0,$0K
Sports,Canada,2487,3/18/2023 12:00:00 AM,ORDER00361,PayPal,324,Yes,5,Next Day,22.00%,$361.2,$62,2,2,$42.8,$1K
Home,Canada,5007,3/21/2023 12:00:00 AM,ORDER00362,PayPal,872,Yes,3,Next Day,7.00%,$379.6,$619,7,0,$46.9,$2K
Clothing,USA,7426,05/10/23 0:00,ORDER00363,Credit Card,509,Yes,5,Express,36.00%,$451.3,$136,2,2,$43.5,$1K
Books,Canada,4544,9/13/2023 12:00:00 AM,ORDER00364,PayPal,804,No,3,Next Day,38.00%,$877.7,$298,3,1,$42.9,$2K
Sports,USA,7746,8/23/2023 12:00:00 AM,ORDER00365,PayPal,115,No,5,Next Day,7.00%,$167.8,$154,5,4,$38.2,$1K
Sports,Canada,5098,1/28/2023 12:00:00 AM,ORDER00366,Bank Transfer,799,No,4,Standard,26.00%,$577.7,$667,8,5,$4.3,$3K
Sports,Canada,4746,1/28/2023 12:00:00 AM,ORDER00367,Credit Card,30,No,4,Next Day,38.00%,$291.2,$455,9,4,$35.0,$2K
Clothing,France,7604,10/01/23 0:00,ORDER00368,Credit Card,754,Yes,2,Express,7.00%,$908.3,"$1,054",9,4,$20.5,$8K
Home,France,2621,10/25/2023 12:00:00 AM,ORDER00369,Bank Transfer,290,Yes,2,Next Day,12.00%,$60.0,$87,10,0,$6.2,$1K
Sports,UK,6698,2/21/2023 12:00:00 AM,ORDER00370,PayPal,147,Yes,3,Standard,26.00%,$169.2,$103,3,4,$44.6,$0K
Electronics,UK,1700,1/26/2023 12:00:00 AM,ORDER00371,Cash,274,Yes,3,Express,23.00%,$733.2,"$1,101",10,1,$9.1,$6K
Clothing,USA,9221,10/28/2023 12:00:00 AM,ORDER00372,Cash,222,No,1,Standard,14.00%,$830.1,"$1,762",10,2,$37.5,$7K
Books,Canada,3784,05/02/23 0:00,ORDER00373,Bank Transfer,341,Yes,5,Standard,19.00%,$656.6,$250,2,3,$11.2,$1K
Home,France,2081,9/27/2023 12:00:00 AM,ORDER00374,PayPal,510,Yes,1,Next Day,36.00%,$974.3,$126,2,4,$10.3,$1K
Sports,USA,7400,11/18/2023 12:00:00 AM,ORDER00375,PayPal,515,No,4,Standard,13.00%,$497.1,$826,7,5,$28.7,$3K
